X,Y,FID,Name,Kurzname,Strasse,Hn,PLZ,Ort,Telefon,Telefax,E_Mail,Homepage,Typ,RS,Gemeinde,Verwaltung,Kreis,Regierungs,Bundesland
9.944489999985999,53.549589999237767,86,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Altona (F12),FRW Altona (F12),Mörkenstraße,36,22767,Hamburg,040/42851-1200,040/42851-1209,wf12@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
9.975530000269595,53.568679999143065,87,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Rotherbaum (F13),FRW Rotherbaum (F13),Sedanstraße,30,20146,Hamburg,040/42851-1300,040/42851-1309,furwrotherbaum@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
9.854110000584457,53.573009999457796,88,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Osdorf (F14),FRW Osdorf (F14),Harderweg,10,22549,Hamburg,040/42851-1400,040/42851-1409,wf14@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
9.934310000177488,53.591779999114237,89,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Stellingen (F15),FRW Stellingen (F15),Basselweg,71,22527,Hamburg,040/42851-1500,040/42851-1509,wf15@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.001309999314257,53.613859999094657,90,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Alsterdorf (F16),FRW Alsterdorf (F16),Alsterkrugchaussee,288,22297,Hamburg,040/42851-1600,040/42851-1609,wf16@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.117900000319933,53.584539998825136,91,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Wandsbek (F21),FRW Wandsbek (F21),Stein-Hardenberg-Straße,2,22045,Hamburg,040/42851-2100,040/42851-2109,wf21@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.024720000334897,53.5544499992764,92,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Berliner Tor (F22),FRW Berliner Tor (F22),Westphalensweg,1,20099,Hamburg,040/42851-2200,040/42851-2209,wf22@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.044060000475321,53.583079998729382,93,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Barmbek (F23),FRW Barmbek (F23),Maurienstraße,7-9,22305,Hamburg,040/42851-2300,040/42851-2309,wf23@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.118220000619976,53.649899999238208,94,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Sasel (F24),FRW Sasel (F24),Saseler Kamp,2,22393,Hamburg,040/42851-2400,040/42851-2409,wf24@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.081210000356142,53.533159998823926,95,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Billstedt (F25),FRW Billstedt (F25),Wöhlerstraße,28,22113,Hamburg,040/42851-2500,040/42851-2509,wf25@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.203630000399942,53.491219998982601,96,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Bergedorf (F26),FRW Bergedorf (F26),Sander Damm,2,21031,Hamburg,040/42851-2600,040/42851-2609,wf26@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.010099999289633,53.459969999525356,97,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Harburg (F31),FRW Harburg (F31),Großmoorbogen,8,21079,Hamburg,040/42851-3100,040/42851-3109,wf31@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
9.967150000151642,53.512059999221293,98,Berufsfeuerwehr Hamburg - Technik- und Umweltschutzwache (F32),Technik- und Umweltschutzwache (F32),Neuhöfer Brückenstraße,2,21107,Hamburg,040/42851-3200,040/42851-3209,wf32@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Technik- und Umweltschutzwache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.019519999594532,53.523039998743485,99,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Veddel (F33),FRW Veddel (F33),Am Zollhafen,11-13,20539,Hamburg,040/42851-3300,040/42851-3309,furwveddel@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
9.988520000277649,53.505829998993292,100,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Wilhelmsburg (F34),FRW Wilhelmsburg (F34),Rothenhäuserstraße,73,21107,Hamburg,040/42851-3400,040/42851-3409,wf34@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
9.87941000069538,53.534719999317559,101,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Finkenwerder (F35),FRW Finkenwerder (F35),Benittstraße,15,21129,Hamburg,040/42851-3500,040/42851-3509,furwfinkenwerder@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
9.898639999373192,53.476409998739804,102,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Süderelbe (F36),FRW Süderelbe (F36),Waltershofer Straße,1,21147,Hamburg,040/42851-3600,040/42851-3609,geschaeftszimmerf36@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
10.660279999352632,53.882579998772208,103,Berufsfeuerwehr Lübeck - Feuerwache 1 - Hauptwache,HFW 1,Bornhövedstraße,10,23554,Lübeck,0451/122-3800,0451/122-3789,feuerwehr@luebeck.de,fb03.luebeck.de/feuerwehr,Feuerwache,010030000000,Lübeck,Lübeck,Lübeck, ,Schleswig-Holstein
10.677340000349005,53.85147999916304,104,Berufsfeuerwehr Lübeck - Feuer- und Lehrrettungswache 2 - Citywache,FLRW 2 - Citywache,Welsbachstraße,2,23560,Lübeck, , ,feuerwehr@luebeck.de,fb03.luebeck.de/feuerwehr,Feuer- und Rettungswache,010030000000,Lübeck,Lübeck,Lübeck, ,Schleswig-Holstein
10.82126000067948,53.924849998781646,105,Berufsfeuerwehr Lübeck - Feuer- und Rettungswache 3 - Gefahrengutwache,FRW 3 - Gefahrengutwache,Elbingstraße,15,23569,Lübeck, , ,feuerwehr@luebeck.de,fb03.luebeck.de/feuerwehr,Feuer- und Rettungswache,010030000000,Lübeck,Lübeck,Lübeck, ,Schleswig-Holstein
10.800879999462554,53.893649998924488,106,Berufsfeuerwehr Lübeck - Feuerwache 4,FW 4,Am Fischereihafen,1a,23568,Lübeck, , ,feuerwehr@luebeck.de,fb03.luebeck.de/feuerwehr,Feuerwache,010030000000,Lübeck,Lübeck,Lübeck, ,Schleswig-Holstein
11.463000000034592,53.89467999872452,107,Berufsfeuerwehr Wismar - Abteilung Brandschutz,FW Wismar,Frische Grube,13,23966,Wismar,03841/251-3341,03841/251-3342,feuerwehr@wismar.de,berufsfeuerwehr.wismar.de,Feuerwache,130740087087,Wismar,Wismar,Nordwestmecklenburg, ,Mecklenburg-Vorpommern
10.120960000388308,54.331819998846825,108,Berufsfeuerwehr Kiel - Hauptfeuer- und Rettungswache - Integrierte Regionalleitstelle Mitte,HFRW und IRLS Mitte,Westring,325a,24116,Kiel,0431/5905-0,0431/5905-147,info@irls-mitte.de,www.kiel.de,Feuer- und Rettungswache mit Leitstelle,010020000000,Kiel,Kiel,Kiel, ,Schleswig-Holstein
10.152200000684271,54.307909999023032,109,Berufsfeuerwehr Kiel - Feuer- und Rettungswache Ost,FRW Ost,Röntgenstraße,9-11,24143,Kiel, , ,berufsfeuerwehr@kiel.de,www.kiel.de,Feuer- und Rettungswache,010020000000,Kiel,Kiel,Kiel, ,Schleswig-Holstein
10.143769999335623,54.383159999340293,110,Berufsfeuerwehr Kiel - Feuerwache Nord,FW Nord,Boelkestraße,100,24159,Kiel, , ,info@irls-mitte.de,www.kiel.de,Feuerwache,010020000000,Kiel,Kiel,Kiel, ,Schleswig-Holstein
9.963380000127314,54.081599999546313,111,Berufsfeuerwehr Neumünster - Feuer- und Rettungswache,FRW Neumünster,Färberstraße,105-107,24534,Neumünster,04321/3322-105,04321/3322-191,berufsfeuerwehr@neumuenster.de,www.neumuenster.de/feuerwehr,Feuer- und Rettungswache,010040000000,Neumünster,Neumünster,Neumünster, ,Schleswig-Holstein
9.992259999777763,54.065949999534062,112,Berufsfeuerwehr Neumünster - Rettungswache Friedrich-Ebert-Krankenhaus,RW Friedrich-Ebert-Krankenhaus,Friesenstraße,11,24534,Neumünster, , ,berufsfeuerwehr@neumuenster.de,www.neumuenster.de/feuerwehr,Rettungswache,010040000000,Neumünster,Neumünster,Neumünster, ,Schleswig-Holstein
9.438659999912334,54.7779899990256,113,Berufsfeuerwehr Flensburg - Hauptfeuer- und Rettungswache,HFRW Flensburg,Munketoft,16,24937,Flensburg,0461/85-1111,0461/85-2959,berufsfeuerwehr@flensburg.de,www.berufsfeuerwehr.flensburg.de,Feuerwache,010010000000,Flensburg,Flensburg,Flensburg, ,Schleswig-Holstein
9.410969999597043,54.77551999886348,114,Berufsfeuerwehr Flensburg - Rettungswache West,RW West,Quakenweg,10,24941,Flensburg, , ,berufsfeuerwehr@flensburg.de,www.berufsfeuerwehr.flensburg.de,Rettungswache,010010000000,Flensburg,Flensburg,Flensburg, ,Schleswig-Holstein
8.207579999710591,53.163799999215549,115,Berufsfeuerwehr Oldenburg - Feuer- und Rettungswache 1,FRW 1,Ibo-Koch-Straße,6,26127,Oldenburg,0441/235-4444,0441/235-4374,feuerwehr@stadt-oldenburg.de,www.berufsfeuerwehr-oldenburg.de,Feuer- und Rettungswache,034030000000,Oldenburg (Oldb),Oldenburg (Oldb),Oldenburg (Oldb), ,Niedersachsen
8.225270000362045,53.128819999262923,116,Berufsfeuerwehr Oldenburg - Feuer- und Rettungswache 2,FRW 2,Schützenhofstraße,14-16,26135,Oldenburg,0441/235-4444, ,feuerwehr@stadt-oldenburg.de,www.berufsfeuerwehr-oldenburg.de,Feuer- und Rettungswache,034030000000,Oldenburg (Oldb),Oldenburg (Oldb),Oldenburg (Oldb), ,Niedersachsen
8.214430000440839,53.112639998862079,117,Berufsfeuerwehr Oldenburg - Rettungswache 3,RW 3,An den Voßbergen,86,26133,Oldenburg,0441/235-4444, ,feuerwehr@stadt-oldenburg.de,www.berufsfeuerwehr-oldenburg.de,Rettungswache,034030000000,Oldenburg (Oldb),Oldenburg (Oldb),Oldenburg (Oldb), ,Niedersachsen
8.11461000008544,53.521079998763902,118,Berufsfeuerwehr Wilhelmshaven - Hauptfeuer- und Rettungswache 1 - Innenstadt - Gemeinsame Leitstelle FRI - WHV,HFRW 1 - Innenstadt - GLS FRI - WHV,Mozartstraße,11-13,26382,Wilhelmshaven,04421/16-3753,04421/9818156,vb-feuerwehr@wilhelmshaven.de,www.wilhelmshaven.de,Feuer-und Rettungswache mit Leitstelle,034050000000,Wilhelmshaven,Wilhelmshaven,Wilhelmshaven, ,Niedersachsen
8.094760000046113,53.58097999940027,119,Berufsfeuerwehr Wilhelmshaven - Feuer- und Rettungswache 2 - Fedderwardergroden - Wache Nord,FRW 2 - Fedderwardergroden - Wache Nord,Albrechstraße,115,26388,Wilhelmshaven, , ,vb-feuerwehr@wilhelmshaven.de,www.wilhelmshaven.de,Feuer-und Rettungswache mit Leitstelle,034050000000,Wilhelmshaven,Wilhelmshaven,Wilhelmshaven, ,Niedersachsen
8.072619999671382,53.51979999944728,120,Berufsfeuerwehr Wilhelmshaven - Feuerwehr- und Katastrophenschutzzentrum - Bant,Feuerwehr- und Katastrophenschutzzentrum - Bant,Güterstraße,60,26382,Wilhelmshaven, , ,info.feuerwehr@wilhelmshaven.de,www.feuerwehr-whv.de,Feuerwehr- und Katastrophenschutzzentrum,034050000000,Wilhelmshaven,Wilhelmshaven,Wilhelmshaven, ,Niedersachsen
8.082850000336629,53.545259999351543,121,Berufsfeuerwehr Wilhelmshaven - Rettungswache (NEF-Standort) Reinhard-Nieter-Krankenhaus,RW (NEF-Standort) Reinhard-Nieter-Krankenhaus,Friedrich-Paffrath-Straße,100,26389,Wilhelmshaven, , ,vb-feuerwehr@wilhelmshaven.de,www.wilhelmshaven.de,Rettungswache,034050000000,Wilhelmshaven,Wilhelmshaven,Wilhelmshaven, ,Niedersachsen
8.694100000231185,53.861569999430408,122,Berufsfeuerwehr Cuxhaven,FW Cuxhaven,Schulstraße,3,27474,Cuxhaven,04721/700-70700,04721/700-70704,berufsfeuerwehr@cuxhaven.de,www.cuxhaven.de,Feuerwache,033520011011,Cuxhaven,Cuxhaven,Cuxhaven, ,Niedersachsen
8.604930000259623,53.551069998787085,123,Berufsfeuerwehr Bremerhaven,FW Bremerhaven,Zur Hexenbrücke,12,27570,Bremerhaven,0471/590-0,0471/590-1269,feuerwehr@magistrat.bremerhaven.de,www.feuerwehr-bremerhaven.de,Feuerwache,040120000000,Bremerhaven,Bremerhaven,Bremerhaven, ,Bremen
8.619779999528291,53.048659998918239,124,Berufsfeuerwehr Delmenhorst,FRW Delmenhorst,Rudolf-Königer-Straße,35,27753,Delmenhorst,04221/99-2408,04221/99-1233,feuerwehr@delmenhorst.de,www.delmenhorst.de,Feuer- und Rettungswache,034010000000,Delmenhorst,Delmenhorst,Delmenhorst, ,Niedersachsen
8.800849999630096,53.083219998702376,125,Berufsfeuerwehr Bremen - Hauptfeuer- und Rettungswache 1 - Mitte,HFRW 1 - Mitte,Am Wandrahm,24,28195,Bremen,0421/3030-0,0421/3030-11560,office@feuerwehr.bremen.de,www.feuerwehr-bremen.org,Feuer- und Rettungswache mit Leitstelle,040110000000,Bremen,Bremen,Bremen, ,Bremen
8.857529999924735,53.073169998783101,126,Berufsfeuerwehr Bremen - Feuer- und Rettungswache 2 - Ost,FRW 2 - Ost,Bennigsenstraße,16,28207,Bremen, , ,office@feuerwehr.bremen.de,www.feuerwehr-bremen.org,Feuer- und Rettungswache,040110000000,Bremen,Bremen,Bremen, ,Bremen
8.928659999786444,53.058919998823285,127,Berufsfeuerwehr Bremen - Feuer- und Rettungswache 3 - Ost,FRW 3 - Ost,Osterholzer Heerstraße,75,28307,Bremen, , ,office@feuerwehr.bremen.de,www.feuerwehr-bremen.org,Feuer- und Rettungswache,040110000000,Bremen,Bremen,Bremen, ,Bremen
8.787570000688699,53.0731699992564,128,Berufsfeuerwehr Bremen - Feuer- und Rettungswache 4 - Süd,FRW 4 - Süd,Woltmershauser Allee,1,28199,Bremen, , ,office@feuerwehr.bremen.de,www.feuerwehr-bremen.org,Feuer- und Rettungswache,040110000000,Bremen,Bremen,Bremen, ,Bremen
8.705759999480271,53.141069998691407,129,Berufsfeuerwehr Bremen - Feuer- und Rettungswache 5 - West,FRW 5 - West,Gottlieb-Daimler-Straße,8,28237,Bremen, , ,office@feuerwehr.bremen.de,www.feuerwehr-bremen.org,Feuer- und Rettungswache,040110000000,Bremen,Bremen,Bremen, ,Bremen
8.625759999461174,53.180819998693778,130,Berufsfeuerwehr Bremen - Feuer- und Rettungswache 6 - Nord,FRW 6 - Nord,Aumunder Feldstraße,41,28757,Bremen, , ,office@feuerwehr.bremen.de,www.feuerwehr-bremen.org,Feuer- und Rettungswache,040110000000,Bremen,Bremen,Bremen, ,Bremen
9.725039999878787,52.371869999231308,131,Berufsfeuerwehr Hannover - Lage- und Führungszentrum der LHH und Regionalleitstelle,Lage- und Führungszentrum der LHH - RLS,Feuerwehrstraße,1,30169,Hannover,0511/912-0,0511/912-1500,feuerwehr@hannover-stadt.de,www.hannover.de,Leitstelle,032410001001,Hannover,Hannover,Region Hannover, ,Niedersachsen
9.72567999947184,52.389399999280201,132,Berufsfeuerwehr Hannover - Feuer- und Rettungswache 1 - Nordstadt,FRW 1 - Nordstadt,Weidendamm,50,30167,Hannover,0511/912-0,0511/912-1571,feuerwehr@hannover-stadt.de,www.hannover.de,Feuer- und Rettungswache,032410001001,Hannover,Hannover,Region Hannover, ,Niedersachsen
9.650169999832492,52.413109998858531,133,Berufsfeuerwehr Hannover - Feuer- und Rettungswache 2 - Stöcken,FRW 2 - Stöcken,Auf der Klappenburg,3,30419,Hannover,0511/912-0, ,feuerwehr@hannover-stadt.de,www.hannover.de,Feuer- und Rettungswache,032410001001,Hannover,Hannover,Region Hannover, ,Niedersachsen
9.767420000620131,52.358479998711836,134,Berufsfeuerwehr Hannover - Feuer- und Rettungswache 3 - Südstadt,FRW 3 - Südstadt,Jordanstraße,34a,30173,Hannover,0511/912-0, ,feuerwehr@hannover-stadt.de,www.hannover.de,Feuer- und Rettungswache,032410001001,Hannover,Hannover,Region Hannover, ,Niedersachsen
9.699260000542221,52.349169999332382,135,Berufsfeuerwehr Hannover - Feuer- und Rettungswache 4 - Bornum,FRW 4 - Bornum,Nenndorfer Chaussee,5,30453,Hannover,0511/912-0, ,feuerwehr@hannover-stadt.de,www.hannover.de,Feuer- und Rettungswache,032410001001,Hannover,Hannover,Region Hannover, ,Niedersachsen
9.798090000610623,52.393539999024554,136,Berufsfeuerwehr Hannover - Feuer- und Rettungswache 5 - Roderbruch,FRW 5 - Roderbruch,Karl-Wiechert-Allee,60a,30625,Hannover,0511/912-0, ,feuerwehr@hannover-stadt.de,www.hannover.de,Feuer- und Rettungswache,032410001001,Hannover,Hannover,Region Hannover, ,Niedersachsen
9.725039999878787,52.371869999231308,137,Berufsfeuerwehr Hannover - Feuer- und Rettungswache 10 - Calenberger Neustadt,FRW 10 - Calenberger Neustadt,Feuerwehrstraße,1,30169,Hannover,0511/912-0,0511/912-1500,feuerwehr@hannover-stadt.de,www.hannover.de,Feuer- und Rettungswache,032410001001,Hannover,Hannover,Region Hannover, ,Niedersachsen
9.959729999705431,52.158769999449262,138,Berufsfeuerwehr Hildesheim,FW Hildesheim,An der Feuerwache,4-7,31135,Hildesheim,05121/301-2222,05121/301-2269,feuerwehr@stadt-hildesheim.de,www.feuerwehr-hildesheim.de,Feuerwache,032540021021,Hildesheim,Hildesheim,Hildesheim, ,Niedersachsen
8.913340000321819,52.301079999213982,139,Berufsfeuerwehr Minden - Feuer- und Rettungswache Minden,FRW Minden,Marienstraße,75,32425,Minden,0571/8387-0,0571/8387-100,bf@minden.112.de,www.minden112.de,Feuer- und Rettungswache,057700024024,Minden,Minden,Minden-Lübbecke,Detmold,Nordrhein-Westfalen
8.380159999293927,51.910249999363337,140,Berufsfeuerwehr Gütersloh - Feuerwehr & Rettungswache Gütersloh,FRW Gütersloh,Friedrich-Ebert-Straße,40-42,33330,Gütersloh,05241/822003,05241/822067,info@feuerwehr-guetersloh.de,www.kreisfeuerwehr-gt.de,Feuer- und Rettungswache,057540008008,Gütersloh,Gütersloh,Gütersloh,Detmold,Nordrhein-Westfalen
8.553689999421271,52.02583999927441,141,Berufsfeuerwehr Bielefeld - Hauptfeuerwache,HFW Bielefeld,Am Stadtholz,18,33609,Bielefeld,0521/51-2301,0521/51-2241,feuerwehr@bielefeld.de,www.feuerwehr-bielefeld.de,Feuer- und Rettungswache mit Leitstelle,057110000000,Bielefeld,Bielefeld,Bielefeld,Detmold,Nordrhein-Westfalen
8.592229999847998,52.053289998996398,142,Berufsfeuerwehr Bielefeld - Feuer- und Rettungswache Nord,FRW Nord,Herforder Straße,457,33609,Bielefeld, , ,feuerwehr@bielefeld.de,www.feuerwehr-bielefeld.de,Feuer- und Rettungswache,057110000000,Bielefeld,Bielefeld,Bielefeld,Detmold,Nordrhein-Westfalen
8.518959999931889,52.057619998851379,143,Berufsfeuerwehr Bielefeld - Feuer- und Rettungswache West,FRW West,Jöllenbecker Straße,331,33613,Bielefeld, , ,feuerwehr@bielefeld.de,www.feuerwehr-bielefeld.de,Feuer- und Rettungswache,057110000000,Bielefeld,Bielefeld,Bielefeld,Detmold,Nordrhein-Westfalen
8.525260000601961,51.953319999135623,144,Berufsfeuerwehr Bielefeld - Feuer- und Rettungswache Süd,FRW Süd,Krackser Straße,7-9,33659,Bielefeld, , ,feuerwehr@bielefeld.de,www.feuerwehr-bielefeld.de,Feuer- und Rettungswache,057110000000,Bielefeld,Bielefeld,Bielefeld,Detmold,Nordrhein-Westfalen
9.498739999356159,51.321559999440055,145,Berufsfeuerwehr Kassel - Feuer- und Rettungswache 1,FRW 1,Wolfhager Straße,25,34117,Kassel,0561/7884-0,0561/7884-114,feuerwehr@kassel.de,www.kassel.de,Feuer- und Rettungswache mit Leitstelle,066110000000,Kassel,Kassel,Kassel,Kassel,Hessen
9.428740000173789,51.299439998683305,146,Berufsfeuerwehr Kassel - Feuer- und Rettungswache 2,FRW 2,Heinrich-Schütz-Allee,60,34134,Kassel,0561/7884-0, ,feuerwehr@kassel.de,www.kassel.de,Feuer- und Rettungswache mit Leitstelle,066110000000,Kassel,Kassel,Kassel,Kassel,Hessen
8.670359999486601,50.588419999369016,147,Berufsfeuerwehr Gießen,FW Gießen,Steinstraße,1,35390,Gießen,0641/306-3700,0641/306-3709,brandschutzamt@giessen.de,www.giessen.de,Feuerwache,065310005005,Gießen,Gießen,Gießen,Gießen,Hessen
9.940670000192718,51.552759999327058,148,Berufsfeuerwehr Göttingen - Feuerwache Klinikum - Rettungswachenbereich Göttingen Nord,FW Klinikum - RW Göttingen Nord,Zimmermannstraße,2,37075,Göttingen,0551/7075-600, ,feuerwehr@göttingen.de,www.feuerwehr.goettingen.de,Feuer- und Rettungswache,031590016016,Göttingen,Göttingen,Göttingen, ,Niedersachsen
9.951730000423327,51.522639998966163,149,Berufsfeuerwehr Göttingen - Hauptfeuer- und Rettungswache mit Einsatzleitstelle,HFRW - ELS,Breslauer Straße,10,37085,Göttingen,0551/7075-0,0551/7075-126,feuerwehr@göttingen.de,www.feuerwehr.goettingen.de,Feuer- und Rettungswache mit Leitstelle,031590016016,Göttingen,Göttingen,Göttingen, ,Niedersachsen
10.513819999304149,52.276019999492341,150,Berufsfeuerwehr Braunschweig - Hauptwache,HW Braunschweig,Feuerwehrstraße,1,38114,Braunschweig,0531/2345-0,0531/2345-219,feuerwehr@braunschweig.de,www.braunschweig.de,Feuerwache,031010000000,Braunschweig,Braunschweig,Braunschweig, ,Niedersachsen
10.538289999856794,52.235529999472085,151,Berufsfeuerwehr Braunschweig - Feuerwache Süd,FW Süd,Dessaustraße,8,38124,Braunschweig,0531/2345-0,0531/2345-219,feuerwehr@braunschweig.de,www.braunschweig.de,Feuerwache,031010000000,Braunschweig,Braunschweig,Braunschweig, ,Niedersachsen
10.34624999971599,52.152079999334624,152,Berufsfeuerwehr Salzgitter - Hauptfeuer- und Rettungswache 1 - Lebenstedt,HFRW 1 - Lebenstedt,An der Feuerwache,3,38226,Salzgitter,05341/837-0,05341/837-2719,feuerwehr@stadt.salzgitter.de,www.berufsfeuerwehr-salzgitter.de,Feuer- und Rettungswache mit Leitstelle,031020000000,Salzgitter,Salzgitter,Salzgitter, ,Niedersachsen
10.378100000475643,52.064209999213304,153,Berufsfeuerwehr Salzgitter - Feuer- und Rettungswache 2,FRW 2 - Salzgitter,Nord-Süd-Straße,87-89,38259,Salzgitter, , ,feuerwehr@stadt.salzgitter.de,www.berufsfeuerwehr-salzgitter.de,Feuer- und Rettungswache,031020000000,Salzgitter,Salzgitter,Salzgitter, ,Niedersachsen
10.319560000125794,52.153819998925854,154,Berufsfeuerwehr Salzgitter - Rettungswache Am Klinikum,RW Am Klinikum,Kattowitzer Straße,191,38226,Salzgitter, , ,feuerwehr@stadt.salzgitter.de,www.berufsfeuerwehr-salzgitter.de,Rettungswache,031020000000,Salzgitter,Salzgitter,Salzgitter, ,Niedersachsen
10.803439999283588,52.426829998708996,155,Berufsfeuerwehr Wolfsburg,FW Wolfsburg,Dieselstraße,24,38446,Wolfsburg,05361/844-0,05361/284216,berufsfeuerwehr@stadt.wolfsburg.de,www.wolfsburg.de,Feuer- und Rettungswache mit Leitstelle,031030000000,Wolfsburg,Wolfsburg,Wolfsburg, ,Niedersachsen
11.6292600004136,52.131789999127683,156,Berufsfeuerwehr Magdeburg - Integrierte Leitstelle,ILS Magdeburg,Ernst-Reueter-Allee,42,39104,Magdeburg,0391/540-1129, ,feuerwehr@magdeburg.de,www.magdeburg.de,Leitstelle,150030000000,Magdeburg,Magdeburg,Magdeburg, ,Sachsen-Anhalt
11.65411000026149,52.144089998902324,157,Berufsfeuerwehr Magdeburg - Feuerwache Nord,FW Nord,Peter-Paul-Straße,12,39106,Magdeburg,0391/540-10,0391/540-1181,feuerwehr@magdeburg.de,www.magdeburg.de,Feuer- und Rettungswache,150030000000,Magdeburg,Magdeburg,Magdeburg, ,Sachsen-Anhalt
11.628310000663797,52.077799999053283,158,Berufsfeuerwehr Magdeburg - Feuerwache Süd,FW Süd,Otto-Lilienthal-Straße,1,39120,Magdeburg, , ,feuerwehr@magdeburg.de,www.magdeburg.de,Feuer- und Rettungswache,150030000000,Magdeburg,Magdeburg,Magdeburg, ,Sachsen-Anhalt
6.785990000140689,51.215469999499767,159,Berufsfeuerwehr Düsseldorf - Branddirektion - Feuer- und Rettungswache 1 - Friedrichstadt,FRW 1 - Friedrichstadt,Hüttenstraße,68,40215,Düsseldorf,0211/89-20590,0211/89-20138,feuerwehr@duesseldorf.de,www.duesseldorf.de,Feuer- und Rettungswache mit Leitstelle,051110000000,Düsseldorf,Düsseldorf,Düsseldorf,Düsseldorf,Nordrhein-Westfalen
6.750079999685741,51.219339998980068,160,Berufsfeuerwehr Düsseldorf - Feuerlöschbootstation,Feuerlöschbootstation,Bremer Straße,68,40221,Düsseldorf,0211/89-20999, ,feuerwehr@duesseldorf.de,www.duesseldorf.de,Feuerlöschbootstation,051110000000,Düsseldorf,Düsseldorf,Düsseldorf,Düsseldorf,Nordrhein-Westfalen
6.750559999667503,51.234089998709663,161,Berufsfeuerwehr Düsseldorf - Feuer- und Rettungswache 2 - Oberkassel,FRW 2 - Oberkassel,Quirinstraße,49,40545,Düsseldorf,0211/89-20999, ,feuerwehr@duesseldorf.de,www.duesseldorf.de,Feuer- und Rettungswache,051110000000,Düsseldorf,Düsseldorf,Düsseldorf,Düsseldorf,Nordrhein-Westfalen
6.782959999870147,51.241229998993845,162,Berufsfeuerwehr Düsseldorf - Feuer- und Rettungswache 3 - Derendorf,FRW 3 - Derendorf,Münsterstraße,15,40477,Düsseldorf,0211/89-20999, ,feuerwehr@duesseldorf.de,www.duesseldorf.de,Feuer- und Rettungswache,051110000000,Düsseldorf,Düsseldorf,Düsseldorf,Düsseldorf,Nordrhein-Westfalen
